series_ticker,event_ticker,market_ticker,title,yes_bid,yes_ask,mid,last_price,volume,open_interest,status
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PORARG,Will Portugal play Argentina in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARSUI,Will Paraguay play Switzerland in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARNOR,Will Paraguay play Norway in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARMEX,Will Paraguay play Mexico in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARJPN,Will Paraguay play Japan in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARGHA,Will Paraguay play Ghana in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARENG,Will Paraguay play England in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PAREGY,Will Paraguay play Egypt in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARECU,Will Paraguay play Ecuador in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARDZA,Will Paraguay play Algeria in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARCPV,Will Paraguay play Cape Verde in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARCOL,Will Paraguay play Colombia in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARCOD,Will Paraguay play Congo DR in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARCIV,Will Paraguay play Ivory Coast in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARBRA,Will Paraguay play Brazil in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARAUS,Will Paraguay play Australia in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-PARARG,Will Paraguay play Argentina in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDSUI,Will Netherlands play Switzerland in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDNOR,Will Netherlands play Norway in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDMEX,Will Netherlands play Mexico in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDJPN,Will Netherlands play Japan in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDGHA,Will Netherlands play Ghana in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDENG,Will Netherlands play England in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDEGY,Will Netherlands play Egypt in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDECU,Will Netherlands play Ecuador in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDDZA,Will Netherlands play Algeria in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDCPV,Will Netherlands play Cape Verde in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDCOL,Will Netherlands play Colombia in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDCOD,Will Netherlands play Congo DR in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDCIV,Will Netherlands play Ivory Coast in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDBRA,Will Netherlands play Brazil in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDAUS,Will Netherlands play Australia in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-NEDARG,Will Netherlands play Argentina in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-MARSUI,Will Morocco play Switzerland in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-MARNOR,Will Morocco play Norway in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-MARMEX,Will Morocco play Mexico in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCMATCHUP-26FIN,KXWCMATCHUP-26FIN-MARJPN,Will Morocco play Japan in the 2026 Men's FIFA World Cup Final?,0.0,0.98,0.49,0.0,0.00,0.00,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-9500,"Will Get-in price of the 2026 World Cup Final on TicketData be above $9500 on 3:00PM ET July 18th, 2026?",0.44,0.47,0.455,0.44,3759.91,2006.34,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-9000,"Will Get-in price of the 2026 World Cup Final on TicketData be above $9000 on 3:00PM ET July 18th, 2026?",0.47,0.51,0.49,0.47,2584.37,1344.13,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-8500,"Will Get-in price of the 2026 World Cup Final on TicketData be above $8500 on 3:00PM ET July 18th, 2026?",0.27,0.54,0.405,0.56,3305.58,2334.87,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-8000,"Will Get-in price of the 2026 World Cup Final on TicketData be above $8000 on 3:00PM ET July 18th, 2026?",0.43,0.6,0.515,0.6,4024.33,1920.35,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-7500,"Will Get-in price of the 2026 World Cup Final on TicketData be above $7500 on 3:00PM ET July 18th, 2026?",0.68,0.69,0.685,0.7,3019.72,1902.32,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-7000,"Will Get-in price of the 2026 World Cup Final on TicketData be above $7000 on 3:00PM ET July 18th, 2026?",0.79,0.8,0.795,0.74,5717.61,4182.54,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-6500,"Will Get-in price of the 2026 World Cup Final on TicketData be above $6500 on 3:00PM ET July 18th, 2026?",0.83,0.85,0.84,0.84,7836.80,5222.20,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-6000,"Will Get-in price of the 2026 World Cup Final on TicketData be above $6000 on 3:00PM ET July 18th, 2026?",0.84,0.85,0.845,0.91,7615.56,4552.27,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-5500,"Will Get-in price of the 2026 World Cup Final on TicketData be above $5500 on 3:00PM ET July 18th, 2026?",0.88,0.93,0.905,0.94,5711.87,3305.20,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-5000,"Will Get-in price of the 2026 World Cup Final on TicketData be above $5000 on 3:00PM ET July 18th, 2026?",0.91,0.97,0.94,0.97,5626.71,3914.66,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-4500,"Will Get-in price of the 2026 World Cup Final on TicketData be above $4500 on 3:00PM ET July 18th, 2026?",0.97,0.98,0.975,0.97,8316.30,5849.41,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-12000,"Will Get-in price of the 2026 World Cup Final on TicketData be above $12000 on 3:00PM ET July 18th, 2026?",0.17,0.18,0.175,0.17,7145.96,3992.59,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-11500,"Will Get-in price of the 2026 World Cup Final on TicketData be above $11500 on 3:00PM ET July 18th, 2026?",0.2,0.21,0.205,0.2,4662.56,2016.96,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-11000,"Will Get-in price of the 2026 World Cup Final on TicketData be above $11000 on 3:00PM ET July 18th, 2026?",0.19,0.2,0.195,0.2,6288.13,3718.97,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-10500,"Will Get-in price of the 2026 World Cup Final on TicketData be above $10500 on 3:00PM ET July 18th, 2026?",0.26,0.27,0.265,0.26,6395.36,4096.36,active
,KXWCPRICE-26JULWCFINAL,KXWCPRICE-26JULWCFINAL-10000,"Will Get-in price of the 2026 World Cup Final on TicketData be above $10000 on 3:00PM ET July 18th, 2026?",0.38,0.39,0.385,0.39,4613.33,2230.75,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-USA,Will USA qualify for FIFA World Cup Round of 16?,0.82,0.84,0.83,0.82,510713.93,335719.19,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-SWE,Will Sweden qualify for FIFA World Cup Round of 16?,0.1,0.11,0.105,0.1,80653.90,32589.34,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-SUI,Will Switzerland qualify for FIFA World Cup Round of 16?,0.65,0.66,0.655,0.66,76864.31,37301.90,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-SEN,Will Senegal qualify for FIFA World Cup Round of 16?,0.4,0.41,0.405,0.41,85081.18,48711.93,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-POR,Will Portugal qualify for FIFA World Cup Round of 16?,0.68,0.69,0.685,0.68,61374.87,41909.86,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-NOR,Will Norway qualify for FIFA World Cup Round of 16?,0.65,0.66,0.655,0.66,109555.51,69852.23,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-NED,Will Netherlands qualify for FIFA World Cup Round of 16?,0.55,0.57,0.56,0.55,158952.82,105005.79,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-MEX,Will Mexico qualify for FIFA World Cup Round of 16?,0.62,0.63,0.625,0.62,336850.82,201559.16,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-MAR,Will Morocco qualify for FIFA World Cup Round of 16?,0.43,0.44,0.435,0.44,284993.88,124956.32,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-GHA,Will Ghana qualify for FIFA World Cup Round of 16?,0.19,0.21,0.2,0.19,104433.46,53633.16,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-FRA,Will France qualify for FIFA World Cup Round of 16?,0.89,0.9,0.895,0.9,180464.08,135828.19,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-ESP,Will Spain qualify for FIFA World Cup Round of 16?,0.86,0.88,0.87,0.86,48299.98,38211.15,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-ENG,Will England qualify for FIFA World Cup Round of 16?,0.86,0.87,0.865,0.86,51900.59,32543.30,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-EGY,Will Egypt qualify for FIFA World Cup Round of 16?,0.56,0.57,0.565,0.57,178137.64,128285.77,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-ECU,Will Ecuador qualify for FIFA World Cup Round of 16?,0.37,0.38,0.375,0.38,160552.47,89293.95,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-DZA,Will Algeria qualify for FIFA World Cup Round of 16?,0.33,0.36,0.345,0.34,74579.04,11267.99,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-CRO,Will Croatia qualify for FIFA World Cup Round of 16?,0.29,0.32,0.305,0.29,55054.39,27906.47,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-CPV,Will Cape Verde qualify for FIFA World Cup Round of 16?,0.06,0.08,0.07,0.06,194781.69,112322.86,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-COL,Will Colombia qualify for FIFA World Cup Round of 16?,0.78,0.79,0.785,0.78,199551.75,110750.55,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-COD,Will Congo DR qualify for FIFA World Cup Round of 16?,0.12,0.14,0.13,0.14,64561.98,37550.07,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-CIV,Will Ivory Coast qualify for FIFA World Cup Round of 16?,0.35,0.37,0.36,0.37,177799.05,78328.97,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-BIH,Will Bosnia and Herzegovina qualify for FIFA World Cup Round of 16?,0.17,0.18,0.175,0.17,121587.39,64606.87,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-BEL,Will Belgium qualify for FIFA World Cup Round of 16?,0.58,0.59,0.585,0.58,70627.81,42324.53,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-AUT,Will Austria qualify for FIFA World Cup Round of 16?,0.12,0.13,0.125,0.11,91628.25,54175.58,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-AUS,Will Australia qualify for FIFA World Cup Round of 16?,0.42,0.44,0.43,0.44,64064.33,37892.51,active
,KXWCROUND-26RO16,KXWCROUND-26RO16-ARG,Will Argentina qualify for FIFA World Cup Round of 16?,0.92,0.93,0.925,0.93,148487.81,80668.46,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-USA,Will USA win the third-place match at the 2026 Men's FIFA World Cup?,0.06,0.09,0.075,0.09,60391.78,53379.71,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-SWE,Will Sweden win the third-place match at the 2026 Men's FIFA World Cup?,0.01,0.03,0.02,0.02,1978.50,1931.84,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-SUI,Will Switzerland win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.05,0.025,0.05,12464.75,12464.75,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-SEN,Will Senegal win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.07,0.035,0.01,4796.37,4793.13,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-RSA,Will South Africa win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.07,0.035,0.01,529.44,529.44,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-POR,Will Portugal win the third-place match at the 2026 Men's FIFA World Cup?,0.01,0.05,0.03,0.06,39473.49,32191.22,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-PAR,Will Paraguay win the third-place match at the 2026 Men's FIFA World Cup?,0.02,0.06,0.04,0.03,1727.57,1727.57,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-NOR,Will Norway win the third-place match at the 2026 Men's FIFA World Cup?,0.01,0.05,0.03,0.05,19232.97,18121.51,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-NED,Will Netherlands win the third-place match at the 2026 Men's FIFA World Cup?,0.02,0.05,0.035,0.04,30088.18,28065.30,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-MEX,Will Mexico win the third-place match at the 2026 Men's FIFA World Cup?,0.03,0.09,0.06,0.08,41253.37,36873.40,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-MAR,Will Morocco win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.07,0.035,0.03,20243.83,20164.83,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-JPN,Will Japan win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.01,0.005,0.06,24884.87,24815.29,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-GHA,Will Ghana win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.09,0.045,0.01,12659.19,12659.19,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-GER,Will Germany win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.01,0.005,0.01,30364.83,29955.09,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-FRA,Will France win the third-place match at the 2026 Men's FIFA World Cup?,0.14,0.18,0.16,0.18,51636.10,45651.88,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-ESP,Will Spain win the third-place match at the 2026 Men's FIFA World Cup?,0.14,0.16,0.15,0.16,67505.64,52707.30,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-ENG,Will England win the third-place match at the 2026 Men's FIFA World Cup?,0.07,0.12,0.095,0.12,46032.43,39644.00,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-EGY,Will Egypt win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.06,0.03,0.06,1068.00,1068.00,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-ECU,Will Ecuador win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.06,0.03,0.01,4726.23,4553.81,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-DZA,Will Algeria win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.08,0.04,0.0,0.00,0.00,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-CZE,Will Czechia win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.01,0.005,0.02,325.00,325.00,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-CRO,Will Croatia win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.08,0.04,0.01,5818.93,5804.93,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-CPV,Will Cape Verde win the third-place match at the 2026 Men's FIFA World Cup?,0.01,0.02,0.015,0.02,9247.49,8847.77,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-COL,Will Colombia win the third-place match at the 2026 Men's FIFA World Cup?,0.02,0.09,0.055,0.06,22615.42,22428.41,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-COD,Will Congo DR win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.09,0.045,0.01,1268.19,1268.19,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-CIV,Will Ivory Coast win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.08,0.04,0.01,2401.12,2401.12,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-CAN,Will Canada win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.06,0.03,0.01,13145.49,13145.49,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-BRA,Will Brazil win the third-place match at the 2026 Men's FIFA World Cup?,0.03,0.15,0.09,0.15,36435.03,34098.89,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-BIH,Will Bosnia and Herzegovina win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.09,0.045,0.01,514.37,514.37,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-BEL,Will Belgium win the third-place match at the 2026 Men's FIFA World Cup?,0.01,0.04,0.025,0.03,17443.97,16533.97,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-AUT,Will Austria win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.1,0.05,0.01,2204.59,2204.59,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-AUS,Will Australia win the third-place match at the 2026 Men's FIFA World Cup?,0.0,0.1,0.05,0.01,115.86,115.86,active
,KXWC3RDPLACE-26,KXWC3RDPLACE-26-ARG,Will Argentina win the third-place match at the 2026 Men's FIFA World Cup?,0.13,0.17,0.15,0.13,58643.98,47840.51,active
,KXWCPRICE-26JULWCSEMI2,KXWCPRICE-26JULWCSEMI2-4500,"Will Get-in price of the Semi-Final - World Cup Match 102 (Mercedes-Benz Stadium) on TicketData be above $4500 on 3:00PM ET July 15th, 2026?",0.29,0.3,0.295,0.3,2244.41,956.89,active
,KXWCPRICE-26JULWCSEMI2,KXWCPRICE-26JULWCSEMI2-4250,"Will Get-in price of the Semi-Final - World Cup Match 102 (Mercedes-Benz Stadium) on TicketData be above $4250 on 3:00PM ET July 15th, 2026?",0.34,0.35,0.345,0.34,200.87,55.00,active
,KXWCPRICE-26JULWCSEMI2,KXWCPRICE-26JULWCSEMI2-4000,"Will Get-in price of the Semi-Final - World Cup Match 102 (Mercedes-Benz Stadium) on TicketData be above $4000 on 3:00PM ET July 15th, 2026?",0.33,0.36,0.345,0.4,670.49,311.01,active
,KXWCPRICE-26JULWCSEMI2,KXWCPRICE-26JULWCSEMI2-3750,"Will Get-in price of the Semi-Final - World Cup Match 102 (Mercedes-Benz Stadium) on TicketData be above $3750 on 3:00PM ET July 15th, 2026?",0.38,0.39,0.385,0.38,1561.71,546.35,active
,KXWCPRICE-26JULWCSEMI2,KXWCPRICE-26JULWCSEMI2-3500,"Will Get-in price of the Semi-Final - World Cup Match 102 (Mercedes-Benz Stadium) on TicketData be above $3500 on 3:00PM ET July 15th, 2026?",0.46,0.47,0.465,0.46,712.72,238.93,active
,KXWCPRICE-26JULWCSEMI2,KXWCPRICE-26JULWCSEMI2-3250,"Will Get-in price of the Semi-Final - World Cup Match 102 (Mercedes-Benz Stadium) on TicketData be above $3250 on 3:00PM ET July 15th, 2026?",0.62,0.63,0.625,0.86,540.15,102.18,active
,KXWCPRICE-26JULWCSEMI2,KXWCPRICE-26JULWCSEMI2-3000,"Will Get-in price of the Semi-Final - World Cup Match 102 (Mercedes-Benz Stadium) on TicketData be above $3000 on 3:00PM ET July 15th, 2026?",0.64,0.65,0.645,0.64,1151.01,921.00,active
,KXWCPRICE-26JULWCSEMI2,KXWCPRICE-26JULWCSEMI2-2750,"Will Get-in price of the Semi-Final - World Cup Match 102 (Mercedes-Benz Stadium) on TicketData be above $2750 on 3:00PM ET July 15th, 2026?",0.84,0.85,0.845,0.84,1029.92,569.49,active
,KXWCPRICE-26JULWCSEMI2,KXWCPRICE-26JULWCSEMI2-2500,"Will Get-in price of the Semi-Final - World Cup Match 102 (Mercedes-Benz Stadium) on TicketData be above $2500 on 3:00PM ET July 15th, 2026?",0.83,0.84,0.835,0.83,266.01,22.00,active
,KXWCPRICE-26JULWCSEMI2,KXWCPRICE-26JULWCSEMI2-2250,"Will Get-in price of the Semi-Final - World Cup Match 102 (Mercedes-Benz Stadium) on TicketData be above $2250 on 3:00PM ET July 15th, 2026?",0.89,0.9,0.895,0.89,430.80,204.61,active
,KXWCPRICE-26JULWCSEMI2,KXWCPRICE-26JULWCSEMI2-2000,"Will Get-in price of the Semi-Final - World Cup Match 102 (Mercedes-Benz Stadium) on TicketData be above $2000 on 3:00PM ET July 15th, 2026?",0.9,0.91,0.905,0.91,803.24,252.00,active
,KXWCPRICE-26JULWCSEMI2,KXWCPRICE-26JULWCSEMI2-1750,"Will Get-in price of the Semi-Final - World Cup Match 102 (Mercedes-Benz Stadium) on TicketData be above $1750 on 3:00PM ET July 15th, 2026?",0.98,0.99,0.985,0.99,918.05,373.01,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-TRUM,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.05,0.06,0.055,0.07,550.01,451.57,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-SOCC,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.82,0.83,0.825,0.83,897.84,725.42,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-RONA,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.26,0.27,0.265,0.27,350.59,201.59,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-RED,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.03,0.09,0.06,0.11,208.11,94.11,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-RECO,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.36,0.37,0.365,0.37,113.71,109.79,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-OFF,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.11,0.14,0.125,0.26,270.52,181.52,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-NEYM,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.42,0.44,0.43,0.43,183.09,183.09,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-MESS,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.68,0.69,0.685,0.69,638.36,574.36,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-MBAP,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.27,0.28,0.275,0.27,334.71,330.02,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-HAAL,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.16,0.25,0.205,0.25,499.97,493.07,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-GOLD,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.1,0.2,0.15,0.05,136.28,82.00,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-ENGL,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.89,0.9,0.895,0.91,1290.47,1235.70,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-BECK,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.24,0.25,0.245,0.25,264.28,171.44,active
,KXLATENIGHTMENTION-26JUN30,KXLATENIGHTMENTION-26JUN30-AI,What will James Corden say during FOX: FIFA World Cup on Fox After Hours with James Corden?,0.01,0.03,0.02,0.08,68.40,35.40,active
